traffic_id,timestamp,day,hour,weather,area_type,traffic_density,car_count,bike_count,truck_count,signal_waiting_time_seconds,traffic_load,date
2264,2025-11-04 21:37:00,Tuesday,21,Clear,Commercial,Low,20,23,0,8,43,2025-11-04
2265,2025-03-07 23:28:00,Friday,23,Clear,School Zone,Low,5,19,4,17,28,2025-03-07
2266,2025-06-18 05:31:00,Wednesday,5,Cloudy,School Zone,Low,13,12,0,18,25,2025-06-18
2267,2025-02-23 03:23:00,Sunday,3,Rainy,Residential,Medium,44,59,8,22,111,2025-02-23
2268,2025-02-14 08:07:00,Friday,8,Clear,Residential,High,69,89,40,117,198,2025-02-14
2269,2025-07-27 17:07:00,Sunday,17,Rainy,Commercial,Medium,21,33,15,28,69,2025-07-27
2270,2025-12-15 23:32:00,Monday,23,Stormy,Commercial,Medium,34,32,12,41,78,2025-12-15
2271,2025-06-04 08:19:00,Wednesday,8,Rainy,Highway,High,108,93,17,177,218,2025-06-04
2272,2025-10-29 14:54:00,Wednesday,14,Foggy,Industrial,Medium,49,38,9,50,96,2025-10-29
2273,2025-10-19 05:16:00,Sunday,5,Stormy,Residential,Medium,45,40,15,29,100,2025-10-19
2274,2025-10-09 13:28:00,Thursday,13,Rainy,Commercial,Medium,32,43,12,23,87,2025-10-09
2275,2025-09-24 01:06:00,Wednesday,1,Clear,Highway,Low,14,20,4,14,38,2025-09-24
2276,2025-12-06 02:58:00,Saturday,2,Foggy,Commercial,Low,16,22,2,20,40,2025-12-06
2277,2025-06-08 18:44:00,Sunday,18,Rainy,School Zone,Medium,32,46,6,51,84,2025-06-08
2278,2025-01-03 03:26:00,Friday,3,Clear,School Zone,Medium,32,48,14,43,94,2025-01-03
2279,2025-03-01 23:52:00,Saturday,23,Rainy,Commercial,Low,18,22,3,16,43,2025-03-01
2280,2025-01-24 10:00:00,Friday,10,Rainy,Residential,High,109,131,20,93,260,2025-01-24
2281,2025-08-25 06:45:00,Monday,6,Clear,Industrial,Low,7,10,1,12,18,2025-08-25
2282,2025-10-14 12:01:00,Tuesday,12,Stormy,Commercial,Low,14,23,4,6,41,2025-10-14
2283,2025-07-19 09:08:00,Saturday,9,Stormy,Industrial,High,76,109,35,113,220,2025-07-19
2284,2025-04-24 04:07:00,Thursday,4,Foggy,Industrial,Low,8,10,1,16,19,2025-04-24
2285,2025-06-14 10:06:00,Saturday,10,Rainy,Residential,High,114,77,34,120,225,2025-06-14
2286,2025-06-14 19:02:00,Saturday,19,Rainy,Residential,High,111,129,33,71,273,2025-06-14
2287,2025-04-03 02:56:00,Thursday,2,Rainy,School Zone,Low,18,19,0,5,37,2025-04-03
2288,2025-02-21 07:31:00,Friday,7,Stormy,Highway,Medium,28,66,11,41,105,2025-02-21
2289,2025-04-13 16:30:00,Sunday,16,Cloudy,Residential,Low,11,20,1,13,32,2025-04-13
2290,2025-11-29 06:49:00,Saturday,6,Cloudy,Commercial,Low,11,18,1,11,30,2025-11-29
2291,2025-05-19 22:39:00,Monday,22,Clear,Residential,Low,14,23,0,19,37,2025-05-19
2292,2025-11-24 11:03:00,Monday,11,Clear,School Zone,Medium,29,51,5,20,85,2025-11-24
2293,2025-03-14 15:58:00,Friday,15,Cloudy,Industrial,Medium,28,49,7,35,84,2025-03-14
2294,2025-07-30 12:08:00,Wednesday,12,Cloudy,Residential,Low,19,26,3,10,48,2025-07-30
2295,2025-07-16 15:01:00,Wednesday,15,Foggy,Residential,Medium,33,57,14,57,104,2025-07-16
2296,2025-12-30 05:13:00,Tuesday,5,Stormy,School Zone,Low,11,14,4,12,29,2025-12-30
2297,2025-03-14 13:07:00,Friday,13,Clear,Industrial,Medium,27,63,8,26,98,2025-03-14
2298,2025-09-02 12:45:00,Tuesday,12,Stormy,School Zone,Low,13,28,4,7,45,2025-09-02
2299,2025-05-09 02:26:00,Friday,2,Cloudy,Highway,Low,12,24,2,12,38,2025-05-09
2300,2025-07-19 22:56:00,Saturday,22,Rainy,Industrial,Low,6,13,4,7,23,2025-07-19
2301,2025-05-27 22:49:00,Tuesday,22,Stormy,Highway,Medium,45,40,13,27,98,2025-05-27
2302,2025-12-25 13:36:00,Thursday,13,Cloudy,Highway,Medium,38,60,5,54,103,2025-12-25
2303,2025-12-15 15:35:00,Monday,15,Rainy,Highway,Low,10,21,2,7,33,2025-12-15
2304,2025-12-12 12:05:00,Friday,12,Stormy,Residential,Low,5,28,5,19,38,2025-12-12
2305,2025-08-27 14:54:00,Wednesday,14,Clear,Residential,Low,7,18,0,8,25,2025-08-27
2306,2025-02-14 19:26:00,Friday,19,Clear,School Zone,High,115,119,33,120,267,2025-02-14
2307,2025-03-21 09:22:00,Friday,9,Stormy,Residential,High,102,71,33,87,206,2025-03-21
2308,2025-08-22 03:31:00,Friday,3,Cloudy,Highway,Low,18,28,5,12,51,2025-08-22
2309,2025-06-07 16:53:00,Saturday,16,Rainy,Highway,Low,13,10,0,15,23,2025-06-07
2310,2025-03-18 19:50:00,Tuesday,19,Stormy,Commercial,Medium,23,51,10,32,84,2025-03-18
2311,2025-04-25 03:57:00,Friday,3,Stormy,Industrial,Low,16,14,3,17,33,2025-04-25
2312,2025-06-03 05:06:00,Tuesday,5,Foggy,School Zone,Medium,42,56,7,37,105,2025-06-03
2313,2025-06-25 06:51:00,Wednesday,6,Cloudy,Industrial,Low,11,29,5,7,45,2025-06-25
2314,2025-01-11 07:22:00,Saturday,7,Rainy,School Zone,High,90,138,17,132,245,2025-01-11
2315,2025-03-03 23:19:00,Monday,23,Stormy,Commercial,Low,11,28,5,17,44,2025-03-03
2316,2025-09-19 07:55:00,Friday,7,Cloudy,School Zone,Medium,28,32,5,49,65,2025-09-19
2317,2025-10-15 20:31:00,Wednesday,20,Stormy,Commercial,High,86,119,20,153,225,2025-10-15
2318,2025-04-08 05:16:00,Tuesday,5,Stormy,Highway,Low,11,19,4,7,34,2025-04-08
2319,2025-12-19 16:32:00,Friday,16,Clear,Commercial,Medium,28,55,11,37,94,2025-12-19
2320,2025-06-15 18:12:00,Sunday,18,Clear,Residential,Medium,43,53,9,32,105,2025-06-15
2321,2025-06-05 17:28:00,Thursday,17,Foggy,Industrial,High,56,106,21,94,183,2025-06-05
2322,2025-06-24 01:49:00,Tuesday,1,Stormy,Commercial,Low,20,12,0,8,32,2025-06-24
2323,2025-01-16 21:33:00,Thursday,21,Cloudy,School Zone,Low,14,15,3,14,32,2025-01-16
2324,2025-10-30 22:01:00,Thursday,22,Rainy,Industrial,Low,10,21,4,20,35,2025-10-30
2325,2025-09-29 01:27:00,Monday,1,Cloudy,Highway,Low,13,11,3,9,27,2025-09-29
2326,2025-12-27 17:33:00,Saturday,17,Rainy,Highway,High,112,140,23,79,275,2025-12-27
2327,2025-07-14 12:33:00,Monday,12,Stormy,Residential,Medium,43,43,6,32,92,2025-07-14
2328,2025-10-06 07:09:00,Monday,7,Rainy,Residential,High,116,90,17,121,223,2025-10-06
2329,2025-12-10 05:54:00,Wednesday,5,Clear,Highway,Low,12,12,0,18,24,2025-12-10
2330,2025-11-21 02:38:00,Friday,2,Rainy,Commercial,Low,5,10,2,6,17,2025-11-21
2331,2025-12-07 07:36:00,Sunday,7,Foggy,Commercial,High,71,97,17,70,185,2025-12-07
2332,2025-06-29 10:07:00,Sunday,10,Foggy,School Zone,High,76,97,25,166,198,2025-06-29
2333,2025-11-29 01:25:00,Saturday,1,Rainy,Industrial,Low,19,17,2,14,38,2025-11-29
2334,2025-07-31 09:31:00,Thursday,9,Foggy,School Zone,High,67,87,22,128,176,2025-07-31
2335,2025-06-10 10:55:00,Tuesday,10,Cloudy,Highway,Medium,27,53,8,48,88,2025-06-10
2336,2025-09-26 16:30:00,Friday,16,Cloudy,School Zone,Medium,40,57,12,59,109,2025-09-26
2337,2025-12-03 07:28:00,Wednesday,7,Clear,Commercial,High,59,125,24,130,208,2025-12-03
2338,2025-01-28 20:09:00,Tuesday,20,Rainy,Residential,High,79,139,33,73,251,2025-01-28
2339,2025-10-23 01:09:00,Thursday,1,Cloudy,Highway,Medium,43,59,15,39,117,2025-10-23
2340,2025-06-09 10:08:00,Monday,10,Foggy,Highway,Medium,46,56,15,41,117,2025-06-09
2341,2025-08-08 22:56:00,Friday,22,Rainy,Highway,Low,12,18,3,13,33,2025-08-08
2342,2025-08-14 13:18:00,Thursday,13,Rainy,School Zone,Medium,29,59,12,45,100,2025-08-14
2343,2025-08-17 05:40:00,Sunday,5,Rainy,Residential,Low,6,28,0,7,34,2025-08-17
2344,2025-05-29 18:27:00,Thursday,18,Cloudy,Commercial,High,104,74,34,112,212,2025-05-29
2345,2025-11-20 19:46:00,Thursday,19,Clear,Industrial,High,77,103,39,82,219,2025-11-20
2346,2025-02-28 13:19:00,Friday,13,Foggy,School Zone,Low,8,19,2,12,29,2025-02-28
2347,2025-10-19 18:55:00,Sunday,18,Foggy,Commercial,High,66,97,24,61,187,2025-10-19
2348,2025-08-27 13:25:00,Wednesday,13,Rainy,Highway,Medium,44,67,12,40,123,2025-08-27
2349,2025-06-07 18:36:00,Saturday,18,Clear,Residential,Medium,31,47,7,30,85,2025-06-07
2350,2025-03-25 00:46:00,Tuesday,0,Rainy,School Zone,Low,11,16,1,7,28,2025-03-25
2351,2025-04-04 13:24:00,Friday,13,Rainy,School Zone,Low,16,12,4,14,32,2025-04-04
2352,2025-02-07 20:20:00,Friday,20,Foggy,Residential,Medium,40,63,6,56,109,2025-02-07
2353,2025-10-16 02:08:00,Thursday,2,Stormy,Industrial,Low,7,17,0,16,24,2025-10-16
2354,2025-12-08 21:16:00,Monday,21,Clear,Highway,Medium,44,33,11,20,88,2025-12-08
2355,2025-12-17 14:38:00,Wednesday,14,Clear,Industrial,Medium,25,58,11,22,94,2025-12-17
2356,2025-10-19 03:07:00,Sunday,3,Foggy,School Zone,Low,12,14,0,14,26,2025-10-19
2357,2025-05-20 12:50:00,Tuesday,12,Clear,School Zone,Low,15,23,0,20,38,2025-05-20
2358,2025-10-13 08:32:00,Monday,8,Foggy,Commercial,Medium,40,31,14,26,85,2025-10-13
2359,2025-02-18 04:57:00,Tuesday,4,Cloudy,School Zone,Medium,24,70,11,47,105,2025-02-18
2360,2025-07-31 12:21:00,Thursday,12,Rainy,Industrial,Low,9,24,2,8,35,2025-07-31
2361,2025-08-06 11:24:00,Wednesday,11,Cloudy,School Zone,Low,15,29,0,6,44,2025-08-06
2362,2025-01-20 13:32:00,Monday,13,Stormy,School Zone,Low,19,12,0,8,31,2025-01-20
2363,2025-10-17 15:54:00,Friday,15,Rainy,Industrial,Low,7,12,3,5,22,2025-10-17
2364,2025-08-24 19:11:00,Sunday,19,Foggy,Highway,High,111,79,19,72,209,2025-08-24
2365,2025-11-18 13:24:00,Tuesday,13,Foggy,Industrial,Medium,26,37,5,23,68,2025-11-18
2366,2025-03-03 20:55:00,Monday,20,Foggy,Highway,High,96,77,21,122,194,2025-03-03
2367,2025-12-20 21:16:00,Saturday,21,Foggy,Highway,Low,15,10,2,15,27,2025-12-20
2368,2025-08-05 09:57:00,Tuesday,9,Stormy,School Zone,Medium,39,58,6,33,103,2025-08-05
2369,2025-02-28 14:31:00,Friday,14,Stormy,Residential,Medium,29,70,15,33,114,2025-02-28
2370,2025-11-03 20:36:00,Monday,20,Clear,Highway,Medium,45,50,6,47,101,2025-11-03
2371,2025-06-30 13:15:00,Monday,13,Clear,School Zone,Medium,21,67,14,23,102,2025-06-30
2372,2025-09-09 00:21:00,Tuesday,0,Cloudy,Residential,Medium,32,67,5,58,104,2025-09-09
2373,2025-12-18 13:42:00,Thursday,13,Rainy,Industrial,Low,11,29,1,13,41,2025-12-18
2374,2025-05-11 18:55:00,Sunday,18,Cloudy,Residential,Medium,44,31,8,51,83,2025-05-11
2375,2025-01-23 14:36:00,Thursday,14,Foggy,School Zone,Low,5,11,3,11,19,2025-01-23
2376,2025-09-23 21:57:00,Tuesday,21,Stormy,Residential,Medium,30,43,8,27,81,2025-09-23
2377,2025-08-24 14:38:00,Sunday,14,Rainy,Highway,Medium,34,37,14,29,85,2025-08-24
2378,2025-02-09 12:37:00,Sunday,12,Cloudy,School Zone,Low,18,10,4,11,32,2025-02-09
2379,2025-10-14 15:27:00,Tuesday,15,Rainy,Residential,Low,20,22,4,15,46,2025-10-14
2380,2025-10-06 12:39:00,Monday,12,Cloudy,Highway,Low,8,18,1,7,27,2025-10-06
2381,2025-10-24 19:53:00,Friday,19,Clear,Industrial,Medium,38,39,12,60,89,2025-10-24
2382,2025-02-14 17:18:00,Friday,17,Clear,School Zone,High,52,84,29,70,165,2025-02-14
2383,2025-11-30 21:00:00,Sunday,21,Foggy,Commercial,Low,16,10,3,11,29,2025-11-30
2384,2025-12-05 14:47:00,Friday,14,Rainy,School Zone,Low,7,24,2,7,33,2025-12-05
2385,2025-05-18 23:11:00,Sunday,23,Stormy,Commercial,Low,15,22,0,11,37,2025-05-18
2386,2025-06-23 13:31:00,Monday,13,Rainy,Industrial,Low,14,24,1,5,39,2025-06-23
2387,2025-09-01 04:04:00,Monday,4,Cloudy,Commercial,Low,11,27,1,6,39,2025-09-01
2388,2025-12-23 15:51:00,Tuesday,15,Stormy,Commercial,Low,7,29,4,8,40,2025-12-23
2389,2025-01-05 07:12:00,Sunday,7,Cloudy,Commercial,High,93,70,36,174,199,2025-01-05
2390,2025-05-22 04:23:00,Thursday,4,Clear,Residential,Low,12,30,3,20,45,2025-05-22
2391,2025-01-12 08:17:00,Sunday,8,Cloudy,School Zone,Medium,27,68,10,25,105,2025-01-12
2392,2025-04-16 03:28:00,Wednesday,3,Cloudy,Residential,Low,15,29,3,19,47,2025-04-16
2393,2025-03-07 21:08:00,Friday,21,Cloudy,Industrial,Medium,38,63,8,45,109,2025-03-07
2394,2025-12-16 11:57:00,Tuesday,11,Clear,Highway,Medium,29,42,7,28,78,2025-12-16
2395,2025-02-21 02:06:00,Friday,2,Foggy,Industrial,Low,17,13,5,10,35,2025-02-21
2396,2025-07-29 11:55:00,Tuesday,11,Cloudy,Residential,Medium,30,31,14,25,75,2025-07-29
2397,2025-06-11 10:59:00,Wednesday,10,Clear,Highway,High,67,104,35,96,206,2025-06-11
2398,2025-08-19 03:54:00,Tuesday,3,Rainy,Commercial,Low,10,30,5,20,45,2025-08-19
2399,2025-09-06 08:32:00,Saturday,8,Foggy,Residential,High,95,127,26,104,248,2025-09-06
2400,2025-04-23 05:24:00,Wednesday,5,Cloudy,Industrial,Medium,37,41,8,25,86,2025-04-23
2401,2025-01-07 13:40:00,Tuesday,13,Clear,School Zone,Medium,34,36,7,35,77,2025-01-07
2402,2025-03-11 06:24:00,Tuesday,6,Clear,School Zone,Low,8,27,1,14,36,2025-03-11
2403,2025-08-31 10:02:00,Sunday,10,Rainy,Industrial,High,115,122,32,95,269,2025-08-31
2404,2025-12-12 22:08:00,Friday,22,Stormy,Residential,Low,17,26,2,9,45,2025-12-12
2405,2025-11-11 04:50:00,Tuesday,4,Stormy,School Zone,Medium,40,40,6,44,86,2025-11-11
2406,2025-05-12 19:27:00,Monday,19,Foggy,Highway,Medium,23,40,11,52,74,2025-05-12
2407,2025-01-23 11:52:00,Thursday,11,Cloudy,School Zone,Low,12,30,3,9,45,2025-01-23
2408,2025-07-01 01:18:00,Tuesday,1,Cloudy,School Zone,Low,5,16,2,14,23,2025-07-01
2409,2025-01-25 12:25:00,Saturday,12,Clear,Industrial,Low,9,22,1,10,32,2025-01-25
2410,2025-06-21 22:22:00,Saturday,22,Rainy,Highway,Low,6,25,4,16,35,2025-06-21
2411,2025-05-26 07:33:00,Monday,7,Clear,School Zone,High,87,149,29,131,265,2025-05-26
2412,2025-02-01 08:05:00,Saturday,8,Cloudy,Residential,Medium,26,37,14,28,77,2025-02-01
2413,2025-06-25 01:38:00,Wednesday,1,Cloudy,School Zone,Medium,39,55,13,31,107,2025-06-25
2414,2025-07-10 12:31:00,Thursday,12,Stormy,Industrial,Low,7,18,1,20,26,2025-07-10
2415,2025-05-06 17:05:00,Tuesday,17,Stormy,Commercial,Medium,50,30,6,43,86,2025-05-06
2416,2025-09-08 18:11:00,Monday,18,Stormy,Residential,Medium,22,36,14,29,72,2025-09-08
2417,2025-12-01 04:38:00,Monday,4,Foggy,Industrial,Low,9,23,3,8,35,2025-12-01
2418,2025-06-01 17:28:00,Sunday,17,Stormy,Residential,High,107,79,19,174,205,2025-06-01
2419,2025-09-20 07:35:00,Saturday,7,Clear,Residential,Medium,31,57,9,33,97,2025-09-20
2420,2025-06-14 02:43:00,Saturday,2,Cloudy,Residential,Low,18,21,2,11,41,2025-06-14
2421,2025-07-20 21:59:00,Sunday,21,Foggy,Commercial,Low,15,25,0,17,40,2025-07-20
2422,2025-08-25 09:50:00,Monday,9,Rainy,School Zone,High,59,70,27,79,156,2025-08-25
2423,2025-03-23 23:57:00,Sunday,23,Clear,Commercial,Low,19,25,3,14,47,2025-03-23
2424,2025-05-18 22:57:00,Sunday,22,Foggy,Highway,Medium,21,47,14,51,82,2025-05-18
2425,2025-12-21 12:11:00,Sunday,12,Foggy,Highway,Low,13,28,1,8,42,2025-12-21
2426,2025-02-15 21:56:00,Saturday,21,Foggy,Commercial,Low,5,23,2,13,30,2025-02-15
2427,2025-04-15 18:52:00,Tuesday,18,Cloudy,Highway,Medium,23,66,5,44,94,2025-04-15
2428,2025-07-21 23:28:00,Monday,23,Clear,Commercial,Low,14,12,3,15,29,2025-07-21
2429,2025-09-08 08:08:00,Monday,8,Rainy,Highway,High,93,133,33,158,259,2025-09-08
2430,2025-01-09 18:56:00,Thursday,18,Rainy,School Zone,High,57,131,34,118,222,2025-01-09
2431,2025-02-18 18:47:00,Tuesday,18,Cloudy,Highway,High,88,107,36,155,231,2025-02-18
2432,2025-07-30 06:25:00,Wednesday,6,Cloudy,Industrial,Low,12,28,1,15,41,2025-07-30
2433,2025-04-09 07:42:00,Wednesday,7,Rainy,School Zone,High,80,82,36,161,198,2025-04-09
2434,2025-02-17 01:41:00,Monday,1,Foggy,Industrial,Low,10,15,4,17,29,2025-02-17
2435,2025-07-13 01:30:00,Sunday,1,Cloudy,Residential,Low,6,15,2,7,23,2025-07-13
2436,2025-01-27 12:41:00,Monday,12,Cloudy,School Zone,Low,17,11,1,9,29,2025-01-27
2437,2025-09-15 23:43:00,Monday,23,Cloudy,Residential,Low,13,19,3,8,35,2025-09-15
2438,2025-09-18 19:28:00,Thursday,19,Stormy,Industrial,High,74,145,15,122,234,2025-09-18
2439,2025-04-16 18:58:00,Wednesday,18,Stormy,Highway,High,112,121,37,159,270,2025-04-16
2440,2025-07-14 11:02:00,Monday,11,Cloudy,Commercial,Low,17,22,4,11,43,2025-07-14
2441,2025-07-12 23:14:00,Saturday,23,Foggy,Commercial,Low,20,13,2,13,35,2025-07-12
2442,2025-02-20 19:05:00,Thursday,19,Stormy,Industrial,Medium,48,44,5,55,97,2025-02-20
2443,2025-10-11 07:14:00,Saturday,7,Cloudy,School Zone,High,76,124,31,144,231,2025-10-11
2444,2025-11-10 22:24:00,Monday,22,Clear,Residential,Low,15,18,1,9,34,2025-11-10
2445,2025-01-16 21:05:00,Thursday,21,Foggy,Commercial,Medium,32,47,7,25,86,2025-01-16
2446,2025-08-10 06:48:00,Sunday,6,Rainy,School Zone,Low,20,28,1,13,49,2025-08-10
2447,2025-03-04 01:10:00,Tuesday,1,Rainy,Industrial,Medium,30,48,15,50,93,2025-03-04
2448,2025-01-08 15:51:00,Wednesday,15,Stormy,Residential,Low,11,14,1,20,26,2025-01-08
2449,2025-07-28 09:52:00,Monday,9,Foggy,Residential,High,114,141,22,176,277,2025-07-28
2450,2025-02-25 20:59:00,Tuesday,20,Cloudy,Residential,Medium,47,44,12,58,103,2025-02-25
2451,2025-02-07 06:14:00,Friday,6,Stormy,Commercial,Medium,47,48,11,29,106,2025-02-07
2452,2025-08-21 04:58:00,Thursday,4,Cloudy,Commercial,Low,12,30,1,5,43,2025-08-21
2453,2025-12-14 12:07:00,Sunday,12,Stormy,Highway,Low,11,27,4,13,42,2025-12-14
2454,2025-07-05 22:41:00,Saturday,22,Rainy,Industrial,Medium,38,32,12,32,82,2025-07-05
2455,2025-03-01 08:33:00,Saturday,8,Stormy,Highway,High,63,135,17,85,215,2025-03-01
2456,2025-09-21 17:57:00,Sunday,17,Clear,Commercial,Medium,45,37,10,30,92,2025-09-21
2457,2025-07-21 15:35:00,Monday,15,Foggy,Residential,Low,11,24,0,8,35,2025-07-21
2458,2025-04-06 13:43:00,Sunday,13,Clear,Residential,Medium,40,39,5,22,84,2025-04-06
2459,2025-09-09 15:18:00,Tuesday,15,Rainy,Highway,Medium,22,38,15,47,75,2025-09-09
2460,2025-11-18 22:04:00,Tuesday,22,Stormy,Industrial,Medium,35,39,13,39,87,2025-11-18
2461,2025-11-13 13:20:00,Thursday,13,Clear,Commercial,Low,9,13,5,15,27,2025-11-13
2462,2025-11-09 12:37:00,Sunday,12,Rainy,School Zone,Low,11,16,5,7,32,2025-11-09
2463,2025-12-23 19:59:00,Tuesday,19,Clear,Highway,Medium,31,30,12,27,73,2025-12-23
2464,2025-04-01 17:24:00,Tuesday,17,Clear,School Zone,High,116,126,19,107,261,2025-04-01
2465,2025-06-05 04:56:00,Thursday,4,Foggy,Commercial,Medium,26,64,11,41,101,2025-06-05
2466,2025-09-02 15:41:00,Tuesday,15,Foggy,Industrial,Medium,28,58,5,46,91,2025-09-02
2467,2025-07-14 15:14:00,Monday,15,Clear,Industrial,Medium,48,44,13,51,105,2025-07-14
2468,2025-07-13 10:09:00,Sunday,10,Stormy,Residential,High,80,92,30,102,202,2025-07-13
2469,2025-09-15 20:39:00,Monday,20,Clear,School Zone,High,88,92,18,90,198,2025-09-15
2470,2025-04-18 11:42:00,Friday,11,Stormy,Residential,Low,15,12,5,8,32,2025-04-18
2471,2025-05-02 12:05:00,Friday,12,Rainy,Highway,Medium,35,38,14,26,87,2025-05-02
2472,2025-07-13 13:31:00,Sunday,13,Rainy,School Zone,Medium,23,44,7,56,74,2025-07-13
2473,2025-05-14 22:33:00,Wednesday,22,Cloudy,School Zone,Low,11,30,3,11,44,2025-05-14
2474,2025-08-17 16:09:00,Sunday,16,Foggy,School Zone,Medium,32,55,8,22,95,2025-08-17
2475,2025-01-21 16:53:00,Tuesday,16,Rainy,Residential,Medium,25,49,15,26,89,2025-01-21
2476,2025-08-15 09:12:00,Friday,9,Rainy,School Zone,Medium,21,51,13,60,85,2025-08-15
2477,2025-11-09 01:50:00,Sunday,1,Cloudy,Highway,Medium,44,35,6,36,85,2025-11-09
2478,2025-02-16 21:50:00,Sunday,21,Foggy,School Zone,Medium,41,43,15,27,99,2025-02-16
2479,2025-07-15 21:32:00,Tuesday,21,Rainy,Industrial,Low,7,12,5,11,24,2025-07-15
2480,2025-05-28 10:10:00,Wednesday,10,Rainy,Highway,High,120,98,24,177,242,2025-05-28
2481,2025-04-16 11:56:00,Wednesday,11,Foggy,Commercial,Medium,22,43,8,41,73,2025-04-16
2482,2025-03-29 07:23:00,Saturday,7,Foggy,School Zone,Medium,50,63,13,53,126,2025-03-29
2483,2025-06-24 12:37:00,Tuesday,12,Foggy,Industrial,Medium,38,61,15,58,114,2025-06-24
2484,2025-03-07 06:53:00,Friday,6,Foggy,Highway,Low,5,16,4,11,25,2025-03-07
2485,2025-04-02 05:46:00,Wednesday,5,Cloudy,Residential,Low,6,17,2,5,25,2025-04-02
2486,2025-08-12 06:10:00,Tuesday,6,Cloudy,Highway,Medium,29,66,15,40,110,2025-08-12
2487,2025-12-30 20:39:00,Tuesday,20,Cloudy,School Zone,Medium,43,70,9,26,122,2025-12-30
2488,2025-04-28 05:10:00,Monday,5,Foggy,Residential,Low,18,11,2,9,31,2025-04-28
2489,2025-10-25 15:24:00,Saturday,15,Rainy,School Zone,Low,13,22,4,6,39,2025-10-25
2490,2025-05-08 03:29:00,Thursday,3,Cloudy,Industrial,Low,17,27,5,19,49,2025-05-08
2491,2025-12-02 15:28:00,Tuesday,15,Clear,Industrial,Medium,22,30,7,30,59,2025-12-02
2492,2025-05-08 07:33:00,Thursday,7,Stormy,Industrial,High,55,138,36,177,229,2025-05-08
2493,2025-05-24 13:00:00,Saturday,13,Foggy,Highway,Low,15,25,0,20,40,2025-05-24
2494,2025-05-24 08:24:00,Saturday,8,Rainy,Highway,Medium,35,62,6,25,103,2025-05-24
2495,2025-03-15 15:36:00,Saturday,15,Clear,School Zone,Low,7,10,3,5,20,2025-03-15
2496,2025-03-24 06:12:00,Monday,6,Foggy,Highway,Medium,23,52,15,46,90,2025-03-24
2497,2025-05-06 05:28:00,Tuesday,5,Rainy,Commercial,Low,16,10,2,15,28,2025-05-06
2498,2025-12-10 06:36:00,Wednesday,6,Stormy,Industrial,Low,8,29,3,18,40,2025-12-10
2499,2025-09-27 03:36:00,Saturday,3,Cloudy,School Zone,Low,16,21,1,17,38,2025-09-27
2500,2025-03-11 05:22:00,Tuesday,5,Cloudy,School Zone,Low,17,16,3,19,36,2025-03-11
2501,2025-11-28 22:10:00,Friday,22,Rainy,Commercial,Low,12,26,5,5,43,2025-11-28
2502,2025-09-27 20:34:00,Saturday,20,Cloudy,Industrial,High,112,88,28,167,228,2025-09-27
2503,2025-10-20 09:40:00,Monday,9,Foggy,Commercial,High,74,95,26,97,195,2025-10-20
2504,2025-09-24 15:46:00,Wednesday,15,Rainy,Industrial,Medium,44,38,8,32,90,2025-09-24
2505,2025-01-06 19:21:00,Monday,19,Stormy,School Zone,Medium,23,49,13,41,85,2025-01-06
2506,2025-11-20 22:13:00,Thursday,22,Stormy,Highway,Low,11,20,0,9,31,2025-11-20
2507,2025-09-19 18:48:00,Friday,18,Clear,Industrial,Medium,31,64,13,29,108,2025-09-19
2508,2025-10-12 00:54:00,Sunday,0,Foggy,School Zone,Medium,34,44,8,55,86,2025-10-12
2509,2025-11-04 12:43:00,Tuesday,12,Rainy,Industrial,Medium,48,32,14,30,94,2025-11-04
2510,2025-01-21 18:31:00,Tuesday,18,Cloudy,Highway,High,103,142,17,155,262,2025-01-21
2511,2025-12-16 14:39:00,Tuesday,14,Cloudy,Commercial,Medium,21,70,10,32,101,2025-12-16
2512,2025-09-02 13:41:00,Tuesday,13,Cloudy,Residential,Medium,37,62,11,60,110,2025-09-02
2513,2025-06-11 00:02:00,Wednesday,0,Foggy,Residential,Low,11,27,3,18,41,2025-06-11
2514,2025-11-21 03:52:00,Friday,3,Stormy,School Zone,Low,8,16,3,9,27,2025-11-21
2515,2025-01-21 18:42:00,Tuesday,18,Foggy,Commercial,High,104,106,23,78,233,2025-01-21
2516,2025-03-28 16:27:00,Friday,16,Clear,Commercial,Medium,38,63,13,30,114,2025-03-28
2517,2025-11-20 20:03:00,Thursday,20,Rainy,School Zone,Medium,31,64,5,33,100,2025-11-20
2518,2025-12-15 06:11:00,Monday,6,Cloudy,Industrial,Low,14,16,3,20,33,2025-12-15
2519,2025-02-05 20:40:00,Wednesday,20,Stormy,Commercial,Medium,49,51,11,39,111,2025-02-05
2520,2025-07-28 00:10:00,Monday,0,Foggy,Residential,Low,17,16,1,14,34,2025-07-28
2521,2025-08-24 18:25:00,Sunday,18,Foggy,Residential,Medium,32,38,10,20,80,2025-08-24
2522,2025-02-22 20:18:00,Saturday,20,Stormy,School Zone,High,104,125,17,177,246,2025-02-22
2523,2025-12-08 12:46:00,Monday,12,Foggy,School Zone,Low,14,10,1,15,25,2025-12-08
2524,2025-11-10 20:12:00,Monday,20,Stormy,Commercial,High,94,131,18,159,243,2025-11-10
2525,2025-04-18 09:40:00,Friday,9,Clear,Industrial,Medium,29,34,13,20,76,2025-04-18
2526,2025-10-29 03:34:00,Wednesday,3,Stormy,School Zone,Low,10,11,0,13,21,2025-10-29
